"","Category_code","COG","Annotation","Category"
"2485","P","COG0609","ABC-type Fe3+-siderophore transport system, permease component","Inorganic ion transport and metabolism"
"2486","P","COG4559","ABC-type hemin transport system, ATPase component","Inorganic ion transport and metabolism"
"2487","P","COG1814","Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family","Inorganic ion transport and metabolism"
"2488","P","COG0369","Sulfite reductase, alpha subunit (flavoprotein)","Inorganic ion transport and metabolism"
"2489","P","COG0614","ABC-type Fe3+-hydroxamate transport system, periplasmic component","Inorganic ion transport and metabolism"
"2490","P","COG4607","ABC-type enterochelin transport system, periplasmic component","Inorganic ion transport and metabolism"
"2491","P","COG0607","Rhodanese-related sulfurtransferase","Inorganic ion transport and metabolism"
"2492","P","COG3781","Predicted membrane chloride channel, bestrophin family","Inorganic ion transport and metabolism"
"2493","P","COG3253","Chlorite dismutase","Inorganic ion transport and metabolism"
"2494","P","COG3965","Predicted Co/Zn/Cd cation transporter, cation efflux family","Inorganic ion transport and metabolism"
"2495","P","COG2807","Cyanate permease","Inorganic ion transport and metabolism"
"2496","P","COG3696","Cu/Ag efflux pump CusA","Inorganic ion transport and metabolism"
"2497","P","COG3626","Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI","Inorganic ion transport and metabolism"
"2498","P","COG2128","Alkylhydroperoxidase family enzyme, contains CxxC motif","Inorganic ion transport and metabolism"
"2499","P","COG1613","ABC-type sulfate transport system, periplasmic component","Inorganic ion transport and metabolism"
"2500","P","COG0370","Fe2+ transport system protein B","Inorganic ion transport and metabolism"
"2501","P","COG0226","ABC-type phosphate transport system, periplasmic component","Inorganic ion transport and metabolism"
"2502","P","COG4264","Siderophore synthetase component","Inorganic ion transport and metabolism"
"2503","P","COG0530","Ca2+/Na+ antiporter","Inorganic ion transport and metabolism"
"2504","P","COG4531","ABC-type Zn2+ transport system, periplasmic component/surface adhesin","Inorganic ion transport and metabolism"
"2505","P","COG3546","Mn-containing catalase (includes spore coat protein CotJC)","Inorganic ion transport and metabolism"
"2506","P","COG1116","ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component","Inorganic ion transport and metabolism"
"2507","P","COG3443","Periplasmic Zn/Cd-binding protein ZinT","Inorganic ion transport and metabolism"
"2508","P","COG3256","Nitric oxide reductase large subunit","Inorganic ion transport and metabolism"
"2509","P","COG0529","Adenylylsulfate kinase or related kinase","Inorganic ion transport and metabolism"
"2510","P","COG2212","Multisubunit Na+/H+ antiporter, MnhF subunit","Inorganic ion transport and metabolism"
"2511","P","COG2920","Sulfur relay (sulfurtransferase) protein, DsrC/TusE family","Inorganic ion transport and metabolism"
"2512","P","COG1117","ABC-type phosphate transport system, ATPase component","Inorganic ion transport and metabolism"
"2513","P","COG2847","Copper(I)-binding protein","Inorganic ion transport and metabolism"
"2514","P","COG4772","Outer membrane receptor for Fe3+-dicitrate","Inorganic ion transport and metabolism"
"2515","P","COG0605","Superoxide dismutase","Inorganic ion transport and metabolism"
"2516","P","COG3420","Nitrous oxidase accessory protein NosD, contains tandem CASH domains","Inorganic ion transport and metabolism"
"2517","P","COG4594","ABC-type Fe3+-citrate transport system, periplasmic component","Inorganic ion transport and metabolism"
"2518","P","COG3338","Carbonic anhydrase","Inorganic ion transport and metabolism"
"2519","P","COG3793","Tellurite resistance protein","Inorganic ion transport and metabolism"
"2520","P","COG1226","Voltage-gated potassium channel Kch","Inorganic ion transport and metabolism"
"2521","P","COG4605","ABC-type enterochelin transport system, permease component","Inorganic ion transport and metabolism"
"2522","P","COG4986","ABC-type anion transport system, duplicated permease component","Inorganic ion transport and metabolism"
"2523","P","COG3454","Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM","Inorganic ion transport and metabolism"
"2524","P","COG2375","NADPH-dependent ferric siderophore reductase, contains FAD-binding and SIP domains","Inorganic ion transport and metabolism"
"2525","P","COG5386","Heme-binding NEAT domain","Inorganic ion transport and metabolism"
"2526","P","COG4592","ABC-type Fe2+-enterobactin transport system, periplasmic component","Inorganic ion transport and metabolism"
"2527","P","COG4107","ABC-type phosphonate transport system, ATPase component","Inorganic ion transport and metabolism"
"2528","P","COG2897","3-mercaptopyruvate sulfurtransferase SseA, contains two rhodanese domains","Inorganic ion transport and metabolism"
"2529","P","COG3703","Cation transport regulator ChaC","Inorganic ion transport and metabolism"
"2530","P","COG1118","ABC-type sulfate/molybdate transport systems, ATPase component","Inorganic ion transport and metabolism"
"2531","P","COG2382","Enterochelin esterase or related enzyme","Inorganic ion transport and metabolism"
"2532","P","COG4263","Nitrous oxide reductase","Inorganic ion transport and metabolism"
"2533","Q","COG4542","Protein involved in propanediol utilization, and related proteins (includes coumermycin biosynthetic...","Secondary metabolites biosynthesis, transport and catabolism"
"2534","Q","COG3960","Glyoxylate carboligase","Secondary metabolites biosynthesis, transport and catabolism"
"2535","Q","COG3460","1,2-phenylacetyl-CoA epoxidase, PaaB subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2536","Q","COG3509","Poly(3-hydroxybutyrate) depolymerase","Secondary metabolites biosynthesis, transport and catabolism"
"2537","Q","COG2368","Aromatic ring hydroxylase","Secondary metabolites biosynthesis, transport and catabolism"
"2538","Q","COG1775","Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB","Secondary metabolites biosynthesis, transport and catabolism"
"2539","Q","COG3384","Aromatic ring-opening dioxygenase, catalytic subunit, LigB family","Secondary metabolites biosynthesis, transport and catabolism"
"2540","Q","COG3135","Predicted benzoate:H+ symporter BenE","Secondary metabolites biosynthesis, transport and catabolism"
"2541","Q","COG0412","Dienelactone hydrolase","Secondary metabolites biosynthesis, transport and catabolism"
"2542","Q","COG3917","2-hydroxychromene-2-carboxylate isomerase","Secondary metabolites biosynthesis, transport and catabolism"
"2543","Q","COG5310","Homospermidine synthase","Secondary metabolites biosynthesis, transport and catabolism"
"2544","Q","COG1647","Esterase/lipase","Secondary metabolites biosynthesis, transport and catabolism"
"2545","Q","COG4869","Propanediol utilization protein","Secondary metabolites biosynthesis, transport and catabolism"
"2546","Q","COG4647","Acetone carboxylase, gamma subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2547","Q","COG2514","Catechol-2,3-dioxygenase","Secondary metabolites biosynthesis, transport and catabolism"
"2548","Q","COG1942","Phenylpyruvate tautomerase PptA, 4-oxalocrotonate tautomerase family","Secondary metabolites biosynthesis, transport and catabolism"
"2549","Q","COG3424","Predicted naringenin-chalcone synthase","Secondary metabolites biosynthesis, transport and catabolism"
"2550","Q","COG4664","TRAP-type mannitol/chloroaromatic compound transport system, large permease component","Secondary metabolites biosynthesis, transport and catabolism"
"2551","Q","COG2931","Ca2+-binding protein, RTX toxin-related","Secondary metabolites biosynthesis, transport and catabolism"
"2552","Q","COG5517","3-phenylpropionate/cinnamic acid dioxygenase, small subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2553","Q","COG4308","Limonene-1,2-epoxide hydrolase","Secondary metabolites biosynthesis, transport and catabolism"
"2554","Q","COG3433","Aryl carrier domain","Secondary metabolites biosynthesis, transport and catabolism"
"2555","Q","COG3458","Cephalosporin-C deacetylase or related acetyl esterase","Secondary metabolites biosynthesis, transport and catabolism"
"2556","Q","COG4689","Acetoacetate decarboxylase","Secondary metabolites biosynthesis, transport and catabolism"
"2557","Q","COG4829","Muconolactone delta-isomerase","Secondary metabolites biosynthesis, transport and catabolism"
"2558","Q","COG4663","TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component","Secondary metabolites biosynthesis, transport and catabolism"
"2559","Q","COG3319","Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase","Secondary metabolites biosynthesis, transport and catabolism"
"2560","Q","COG3155","Enhancing lycopene biosynthesis protein 2","Secondary metabolites biosynthesis, transport and catabolism"
"2561","Q","COG3508","Homogentisate 1,2-dioxygenase","Secondary metabolites biosynthesis, transport and catabolism"
"2562","Q","COG2977","4'-phosphopantetheinyl transferase EntD (siderophore biosynthesis)","Secondary metabolites biosynthesis, transport and catabolism"
"2563","Q","COG2175","Taurine dioxygenase, alpha-ketoglutarate-dependent","Secondary metabolites biosynthesis, transport and catabolism"
"2564","Q","COG2366","Acyl-homoserine lactone (AHL) acylase PvdQ","Secondary metabolites biosynthesis, transport and catabolism"
"2565","Q","COG3653","N-acyl-D-aspartate/D-glutamate deacylase","Secondary metabolites biosynthesis, transport and catabolism"
"2566","Q","COG3805","Aromatic ring-cleaving dioxygenase","Secondary metabolites biosynthesis, transport and catabolism"
"2567","Q","COG3491","Isopenicillin N synthase and related dioxygenases","Secondary metabolites biosynthesis, transport and catabolism"
"2568","Q","COG3885","Aromatic ring-opening dioxygenase, LigB subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2569","Q","COG0656","Aldo/keto reductase, related to diketogulonate reductase","Secondary metabolites biosynthesis, transport and catabolism"
"2570","Q","COG3435","Gentisate 1,2-dioxygenase","Secondary metabolites biosynthesis, transport and catabolism"
"2571","Q","COG3485","Protocatechuate 3,4-dioxygenase beta subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2572","Q","COG4909","Propanediol dehydratase, large subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2573","Q","COG2015","Alkyl sulfatase BDS1 and related hydrolases, metallo-beta-lactamase superfamily","Secondary metabolites biosynthesis, transport and catabolism"
"2574","Q","COG3648","Uricase (urate oxidase)","Secondary metabolites biosynthesis, transport and catabolism"
"2575","Q","COG4181","Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component","Secondary metabolites biosynthesis, transport and catabolism"
"2576","Q","COG3207","Pyoverdine/dityrosine biosynthesis protein Dit1","Secondary metabolites biosynthesis, transport and catabolism"
"2577","Q","COG2050","Acyl-coenzyme A thioesterase PaaI, contains HGG motif","Secondary metabolites biosynthesis, transport and catabolism"
"2578","Q","COG5529","Pyocin large subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2579","Q","COG4910","Propanediol dehydratase, small subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2580","Q","COG3315","O-Methyltransferase involved in polyketide biosynthesis","Secondary metabolites biosynthesis, transport and catabolism"
"2581","Q","COG1020","Non-ribosomal peptide synthetase component F","Secondary metabolites biosynthesis, transport and catabolism"
"2582","Q","COG1021","Non-ribosomal peptide synthetase component E (peptide arylation enzyme)","Secondary metabolites biosynthesis, transport and catabolism"
"2583","Q","COG3486","Lysine/ornithine N-monooxygenase","Secondary metabolites biosynthesis, transport and catabolism"
"2584","Q","COG4239","ABC-type microcin C transport system, permease component YejE","Secondary metabolites biosynthesis, transport and catabolism"
"2585","Q","COG3479","Phenolic acid decarboxylase","Secondary metabolites biosynthesis, transport and catabolism"
"2586","Q","COG1228","Imidazolonepropionase or related amidohydrolase","Secondary metabolites biosynthesis, transport and catabolism"
"2587","Q","COG4172","ABC-type microcin C transport system, duplicated ATPase component YejF","Secondary metabolites biosynthesis, transport and catabolism"
"2588","Q","COG0346","Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme","Secondary metabolites biosynthesis, transport and catabolism"
"2589","Q","COG3321","Acyl transferase domain in polyketide synthase (PKS) enzymes","Secondary metabolites biosynthesis, transport and catabolism"
"2590","Q","COG3127","Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component","Secondary metabolites biosynthesis, transport and catabolism"
"2591","Q","COG3527","Alpha-acetolactate decarboxylase","Secondary metabolites biosynthesis, transport and catabolism"
"2592","Q","COG3971","2-keto-4-pentenoate hydratase","Secondary metabolites biosynthesis, transport and catabolism"
"2593","Q","COG0424","Predicted house-cleaning NTP pyrophosphatase, Maf/HAM1 superfamily","Secondary metabolites biosynthesis, transport and catabolism"
"2594","Q","COG3208","Surfactin synthase thioesterase subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2595","Q","COG4174","ABC-type microcin C transport system, permease component YejB","Secondary metabolites biosynthesis, transport and catabolism"
"2596","Q","COG3670","Carotenoid cleavage dioxygenase or a related enzyme","Secondary metabolites biosynthesis, transport and catabolism"
"2597","Q","COG2162","Arylamine N-acetyltransferase","Secondary metabolites biosynthesis, transport and catabolism"
"2598","Q","COG3733","Cu2+-containing amine oxidase","Secondary metabolites biosynthesis, transport and catabolism"
"2599","Q","COG5554","Nitrogen fixation protein","Secondary metabolites biosynthesis, transport and catabolism"
"2600","Q","COG2312","Erythromycin esterase homolog","Secondary metabolites biosynthesis, transport and catabolism"
"2601","Q","COG1233","Phytoene dehydrogenase-related protein","Secondary metabolites biosynthesis, transport and catabolism"
"2602","Q","COG5285","Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family","Secondary metabolites biosynthesis, transport and catabolism"
"2603","Q","COG0179","2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)","Secondary metabolites biosynthesis, transport and catabolism"
"2604","Q","COG3473","Maleate cis-trans isomerase","Secondary metabolites biosynthesis, transport and catabolism"
"2605","Q","COG3320","Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs","Secondary metabolites biosynthesis, transport and catabolism"
"2606","Q","COG4569","Acetaldehyde dehydrogenase (acetylating)","Secondary metabolites biosynthesis, transport and catabolism"
"2607","Q","COG3396","1,2-phenylacetyl-CoA epoxidase, catalytic subunit","Secondary metabolites biosynthesis, transport and catabolism"
"2608","Q","COG1535","Isochorismate hydrolase","Secondary metabolites biosynthesis, transport and catabolism"
"2609","Q","COG4665","TRAP-type mannitol/chloroaromatic compound transport system, small permease component","Secondary metabolites biosynthesis, transport and catabolism"
"2610","R","COG5492","Uncharacterized conserved protein YjdB, contains Ig-like domain","General function prediction only"
"2611","R","COG0602","Organic radical activating enzyme","General function prediction only"
"2612","R","COG0434","Predicted TIM-barrel enzyme","General function prediction only"
"2613","R","COG4804","Predicted nuclease of restriction endonuclease-like (RecB) superfamily,  DUF1016 family","General function prediction only"
"2614","R","COG3970","Fumarylacetoacetate (FAA) hydrolase family protein","General function prediction only"
"2615","R","COG5476","Microcystin degradation protein MlrC, contains DUF1485 domain","General function prediction only"
"2616","R","COG2302","RNA-binding protein YlmH, contains S4-like domain","General function prediction only"
"2617","R","COG4927","Predicted choloylglycine hydrolase","General function prediction only"
"2618","R","COG4261","Predicted acyltransferase, LPLAT superfamily","General function prediction only"
"2619","R","COG2886","Predicted antitoxin, contains HTH domain","General function prediction only"
"2620","R","COG5350","Predicted protein tyrosine phosphatase","General function prediction only"
"2621","R","COG5366","Protein involved in propagation of M2 dsRNA satellite of L-A virus ","General function prediction only"
"2622","R","COG3565","Predicted dioxygenase of extradiol dioxygenase family","General function prediction only"
"2623","R","COG2178","Predicted RNA- or ssDNA-binding protein, translin family","General function prediction only"
"2624","R","COG3899","Predicted ATPase","General function prediction only"
"2625","R","COG1549","Predicted RNA-binding protein, contains uracil-DNA-glycosylase-like and PUA domains","General function prediction only"
"2626","R","COG4552","Predicted acetyltransferase","General function prediction only"
"2627","R","COG3919","Predicted ATP-dependent carboligase, ATP-grasp superfamily","General function prediction only"
"2628","R","COG1565","SAM-dependent methyltransferase, MidA family","General function prediction only"
"2629","R","COG1569","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2630","R","COG1938","Predicted ATP-dependent carboligase, ATP-grasp superfamily","General function prediction only"
"2631","R","COG0667","Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)","General function prediction only"
"2632","R","COG1855","Predicted ATPase, PilT family","General function prediction only"
"2633","R","COG2350","Uncharacterized conserved protein YciI, contains a putative active-site phosphohistidine","General function prediction only"
"2634","R","COG3271","Predicted double-glycine peptidase","General function prediction only"
"2635","R","COG1373","Predicted ATPase, AAA+ superfamily","General function prediction only"
"2636","R","COG0693","Putative intracellular protease/amidase","General function prediction only"
"2637","R","COG3128","Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX","General function prediction only"
"2638","R","COG2945","Alpha/beta superfamily hydrolase","General function prediction only"
"2639","R","COG4696","Predicted phosphohydrolase, Cof family, HAD superfamily","General function prediction only"
"2640","R","COG1708","Predicted nucleotidyltransferase","General function prediction only"
"2641","R","COG1873","Sporulation protein YlmC, PRC-barrel domain family","General function prediction only"
"2642","R","COG3091","Predicted Zn-dependent metalloprotease, SprT family","General function prediction only"
"2643","R","COG4321","Predicted DNA-binding protein, contains Ribbon-helix-helix (RHH) domain","General function prediction only"
"2644","R","COG0457","Tetratricopeptide (TPR) repeat","General function prediction only"
"2645","R","COG2401","ABC-type ATPase fused to a predicted acetyltransferase domain","General function prediction only"
"2646","R","COG1303","Predicted rRNA methylase, SpoU family","General function prediction only"
"2647","R","COG3209","Uncharacterized conserved protein RhaS, contains 28 RHS repeats","General function prediction only"
"2648","R","COG4674","ABC-type uncharacterized transport system, ATPase component","General function prediction only"
"2649","R","COG2047","Proteasome assembly chaperone (PAC2) family protein","General function prediction only"
"2650","R","COG0300","Short-chain dehydrogenase","General function prediction only"
"2651","R","COG0714","MoxR-like ATPase","General function prediction only"
"2652","R","COG1832","Predicted CoA-binding protein","General function prediction only"
"2653","R","COG3687","Predicted metal-dependent hydrolase","General function prediction only"
"2654","R","COG1724","Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family","General function prediction only"
"2655","R","COG3952","Uncharacterized N-terminal domain of lipid-A-disaccharide synthase","General function prediction only"
"2656","R","COG5322","Predicted amino acid dehydrogenase","General function prediction only"
"2657","R","COG1313","Uncharacterized Fe-S protein PflX, radical SAM superfamily","General function prediction only"
"2658","R","COG3683","ABC-type uncharacterized transport system, periplasmic component","General function prediction only"
"2659","R","COG3488","Uncharacterized conserved protein with two CxxC motifs, DUF1111 family","General function prediction only"
"2660","R","COG4087","Soluble P-type ATPase","General function prediction only"
"2661","R","COG3956","Uncharacterized conserved protein YabN, contains tetrapyrrole methylase and MazG-like pyrophosphatase domain","General function prediction only"
"2662","R","COG1485","Predicted ATPase","General function prediction only"
"2663","R","COG4587","ABC-type uncharacterized transport system, permease component","General function prediction only"
"2664","R","COG3324","Predicted enzyme related to lactoylglutathione lyase","General function prediction only"
"2665","R","COG1856","Uncharacterized protein, radical SAM superfamily","General function prediction only"
"2666","R","COG4469","Competence protein CoiA-like family, contains a predicted nuclease domain","General function prediction only"
"2667","R","COG1326","Uncharacterized archaeal Zn-finger protein","General function prediction only"
"2668","R","COG3413","Predicted DNA binding protein, contains HTH domain","General function prediction only"
"2669","R","COG5643","Protein containing a metal-binding domain shared with formylmethanofuran dehydrogenase subunit E","General function prediction only"
"2670","R","COG1821","Predicted ATP-dependent carboligase, ATP-grasp superfamily","General function prediction only"
"2671","R","COG2969","Stringent starvation protein B","General function prediction only"
"2672","R","COG3046","Uncharacterized protein related to deoxyribodipyrimidine photolyase","General function prediction only"
"2673","R","COG2331","Predicted nucleic acid-binding protein, contains Zn-ribbon domain","General function prediction only"
"2674","R","COG1579","Predicted  nucleic acid-binding protein, contains Zn-ribbon domain","General function prediction only"
"2675","R","COG3294","Metal-dependent phosphatase/phosphodiesterase, HD supefamily","General function prediction only"
"2676","R","COG2391","Uncharacterized membrane protein YedE/YeeE, contains two sulfur transport domains","General function prediction only"
"2677","R","COG5207","Uncharacterized Zn-finger protein, UBP-type","General function prediction only"
"2678","R","COG2304","Secreted protein containing bacterial Ig-like domain and vWFA domain","General function prediction only"
"2679","R","COG1992","Predicted transcriptional regulator fused phosphomethylpyrimidine kinase (thiamin biosynthesis)","General function prediction only"
"2680","R","COG2306","Predicted RNA-binding protein, associated with RNAse of E/G family","General function prediction only"
"2681","R","COG4956","Uncharacterized conserved protein YacL, contains PIN and TRAM domains","General function prediction only"
"2682","R","COG3596","Predicted GTPase","General function prediction only"
"2683","R","COG5129","Nuclear protein with HMG-like acidic region ","General function prediction only"
"2684","R","COG4798","Predicted methyltransferase","General function prediction only"
"2685","R","COG3391","DNA-binding beta-propeller fold protein YncE","General function prediction only"
"2686","R","COG2192","Predicted carbamoyl transferase, NodU family","General function prediction only"
"2687","R","COG3981","Predicted acetyltransferase","General function prediction only"
"2688","R","COG3180","Uncharacterized membrane protein AbrB, regulator of aidB expression","General function prediction only"
"2689","R","COG2044","Predicted peroxiredoxin","General function prediction only"
"2690","R","COG1800","Predicted transglutaminase-like protease","General function prediction only"
"2691","R","COG2522","Predicted transcriptional regulator","General function prediction only"
"2692","R","COG4849","Predicted nucleotidyltransferase","General function prediction only"
"2693","R","COG1100","GTPase SAR1 family domain","General function prediction only"
"2694","R","COG1926","Predicted phosphoribosyltransferase","General function prediction only"
"2695","R","COG1847","Predicted RNA-binding protein Jag, conains KH and R3H domains","General function prediction only"
"2696","R","COG3442","Glutamine amidotransferase related to the GATase domain of CobQ","General function prediction only"
"2697","R","COG3950","Predicted ATP-binding protein involved in virulence","General function prediction only"
"2698","R","COG1752","Predicted acylesterase/phospholipase RssA, containd patatin domain","General function prediction only"
"2699","R","COG1837","Predicted RNA-binding protein YlqC, contains KH domain, UPF0109 family","General function prediction only"
"2700","R","COG4980","Gas vesicle protein","General function prediction only"
"2701","R","COG5553","Predicted metal-dependent enzyme of the double-stranded beta helix superfamily","General function prediction only"
"2702","R","COG1729","Periplasmic TolA-binding protein (function unknown)","General function prediction only"
"2703","R","COG4299","Predicted acyltransferase","General function prediction only"
"2704","R","COG1524","Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily","General function prediction only"
"2705","R","COG2100","Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily","General function prediction only"
"2706","R","COG1323","Predicted nucleotidyltransferase","General function prediction only"
"2707","R","COG3453","Predicted phosphohydrolase, protein tyrosine phosphatase (PTP) superfamily, DUF442 family","General function prediction only"
"2708","R","COG2907","Predicted NAD/FAD-binding protein","General function prediction only"
"2709","R","COG4821","Uncharacterized protein, contains SIS (Sugar ISomerase) phosphosugar binding domain","General function prediction only"
"2710","R","COG1033","Predicted exporter protein, RND superfamily","General function prediction only"
"2711","R","COG4851","Protein involved in sex pheromone biosynthesis","General function prediction only"
"2712","R","COG1606","ATP-utilizing enzyme, PP-loop superfamily","General function prediction only"
"2713","R","COG0400","Predicted esterase","General function prediction only"
"2714","R","COG0121","Predicted glutamine amidotransferase","General function prediction only"
"2715","R","COG4271","Predicted nucleotide-binding protein containing TIR -like domain","General function prediction only"
"2716","R","COG1782","Predicted metal-dependent RNase, contains metallo-beta-lactamase and KH domains","General function prediction only"
"2717","R","COG0857","BioD-like N-terminal domain of phosphotransacetylase","General function prediction only"
"2718","R","COG1784","TctA family transporter","General function prediction only"
"2719","R","COG1913","Predicted Zn-dependent protease","General function prediction only"
"2720","R","COG0491","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II","General function prediction only"
"2721","R","COG1253","Hemolysin or related protein, contains CBS domains","General function prediction only"
"2722","R","COG2740","Predicted RNA-binding protein YlxR, DUF448 family","General function prediction only"
"2723","R","COG1090","NAD dependent epimerase/dehydratase family enzyme","General function prediction only"
"2724","R","COG3217","Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains","General function prediction only"
"2725","R","COG1078","HD superfamily phosphohydrolase","General function prediction only"
"2726","R","COG4880","Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats","General function prediction only"
"2727","R","COG4922","Predicted SnoaL-like aldol condensation-catalyzing enzyme","General function prediction only"
"2728","R","COG5307","Guanine-nucleotide exchange factor, contains Sec7 domain","General function prediction only"
"2729","R","COG4324","Predicted aminopeptidase","General function prediction only"
"2730","R","COG3945","Hemerythrin-like domain","General function prediction only"
"2731","R","COG4132","ABC-type uncharacterized transport system, permease component","General function prediction only"
"2732","R","COG4328","Predicted nuclease (RNAse H fold)","General function prediction only"
"2733","R","COG2888","Predicted RNA-binding protein involved in translation, contains  Zn-ribbon domain, DUF1610 family","General function prediction only"
"2734","R","COG1719","Predicted hydrocarbon binding protein, contains 4VR domain","General function prediction only"
"2735","R","COG4529","Uncharacterized NAD(P)/FAD-binding protein YdhS","General function prediction only"
"2736","R","COG4135","ABC-type uncharacterized transport system YnjBCD, permease component","General function prediction only"
"2737","R","COG3903","Predicted ATPase","General function prediction only"
"2738","R","COG2159","Predicted metal-dependent hydrolase, TIM-barrel fold","General function prediction only"
"2739","R","COG5431","Predicted nucleic acid-binding protein, contains Zn-finger domain","General function prediction only"
"2740","R","COG1645","Uncharacterized Zn-finger containing protein, UPF0148 family","General function prediction only"
"2741","R","COG2054","Uncharacterized archaeal kinase related to aspartokinase","General function prediction only"
"2742","R","COG5063","CCCH-type Zn-finger protein ","General function prediction only"
"2743","R","COG0312","Predicted Zn-dependent protease or its inactivated homolog","General function prediction only"
"2744","R","COG2333","Metal-dependent hydrolase, beta-lactamase superfamily II","General function prediction only"
"2745","R","COG4339","Predicted metal-dependent phosphohydrolase, HD superfamily","General function prediction only"
"2746","R","COG1237","Metal-dependent hydrolase, beta-lactamase superfamily II","General function prediction only"
"2747","R","COG3367","Uncharacterized conserved protein, NAD-dependent epimerase/dehydratase family","General function prediction only"
"2748","R","COG3618","Predicted metal-dependent hydrolase, TIM-barrel fold","General function prediction only"
"2749","R","COG3964","Predicted amidohydrolase","General function prediction only"
"2750","R","COG2718","Uncharacterized conserved protein YeaH/YhbH, required for sporulation, DUF444 family","General function prediction only"
"2751","R","COG3397","Predicted carbohydrate-binding protein, contains CBM5 and CBM33 domains","General function prediction only"
"2752","R","COG1031","Radical SAM superfamily enzyme with C-terminal helix-hairpin-helix motif","General function prediction only"
"2753","R","COG2187","Aminoglycoside phosphotransferase family enzyme","General function prediction only"
"2754","R","COG1453","Predicted oxidoreductase of the aldo/keto reductase family","General function prediction only"
"2755","R","COG2150","Predicted regulator of amino acid metabolism, contains ACT domain","General function prediction only"
"2756","R","COG5485","Predicted ester cyclase","General function prediction only"
"2757","R","COG3545","Predicted esterase of the alpha/beta hydrolase fold","General function prediction only"
"2758","R","COG4551","Predicted protein tyrosine phosphatase","General function prediction only"
"2759","R","COG2405","Predicted nucleic acid-binding protein, contains PIN domain","General function prediction only"
"2760","R","COG3382","B3/B4 domain (DNA/RNA-binding domain of Phe-tRNA-synthetase)","General function prediction only"
"2761","R","COG1665","Predicted nucleotidyltransferase","General function prediction only"
"2762","R","COG3976","Uncharacterized protein, contains FMN-binding domain","General function prediction only"
"2763","R","COG4797","Predicted regulatory domain of a methyltransferase","General function prediction only"
"2764","R","COG2516","Biotin synthase-related protein, radical SAM superfamily","General function prediction only"
"2765","R","COG1833","Uri superfamily endonuclease","General function prediction only"
"2766","R","COG1342","Predicted DNA-binding protein, UPF0251 family","General function prediction only"
"2767","R","COG5088","Rad5p-binding protein ","General function prediction only"
"2768","R","COG2081","Predicted flavoprotein YhiN","General function prediction only"
"2769","R","COG2764","Uncharacterized conserved protein PhnB, glyoxalase superfamily","General function prediction only"
"2770","R","COG1427","Predicted periplasmic solute-binding protein","General function prediction only"
"2771","R","COG2521","Predicted archaeal methyltransferase","General function prediction only"
"2772","R","COG4634","Predicted nuclease, contains PIN domain, potential toxin-antitoxin system component","General function prediction only"
"2773","R","COG4249","Uncharacterized protein, contains caspase domain","General function prediction only"
"2774","R","COG3269","Predicted RNA-binding protein, contains TRAM domain","General function prediction only"
"2775","R","COG5628","Predicted acetyltransferase","General function prediction only"
"2776","R","COG1058","Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA","General function prediction only"
"2777","R","COG2936","Predicted acyl esterase","General function prediction only"
"2778","R","COG5383","Uncharacterized metalloenzyme YdcJ, glyoxalase superfamily","General function prediction only"
"2779","R","COG0673","Predicted dehydrogenase","General function prediction only"
"2780","R","COG1931","Predicted RNA binding protein with dsRBD fold, UPF0201 family","General function prediction only"
"2781","R","COG2374","Predicted extracellular nuclease","General function prediction only"
